"1","Opening statements set in trial of friend of Boston Marathon bombing suspect","Associated Press","2014-10-06 02:29:04","2014-10-06 15:19:01","http://feeds.foxnews.com/~r/foxnews/national/~3/RIFgDkXlITI/","us","BOSTON –  The prosecution and the defense will likely paint starkly different pictures in the criminal trial of a friend of Boston Marathon bombing suspect Dzhokhar Tsarnaev.              Robel Phillipos, 21, of Cambridge, Massachusetts, is accused of lying to authorities about being in Tsarnaev&apos;s dorm room when two other friends removed Tsarnaev&apos;s backpack, laptop and other potential evidence three days after the deadly attack.              Opening statements are scheduled Monday in U.S. District Court, and the trial is expected to last about two weeks.              Twin bombs placed near the marathon&apos;s finish line killed three people and injured more than 260. Tsarnaev is awaiting trial on 30 federal charges and could face the death penalty if convicted.              Phillipos went to high school with Tsarnaev and they remained friends while both attended the University of Massachusetts-Dartmouth.              Prosecutors say Phillipos lied about his movements on the night of April 18, 2013, three days after the bombing and hours after the FBI released photos of Tsarnaev and his brother as bombing suspects.              Lawyers for Phillipos say he was a frightened 19-year-old when he was questioned, and did not intend to mislead investigators.              Azamat Tazhayakov and Dias Kadyrbayev have been convicted of conspiracy and obstruction of justice for removing the items from Tsarnaev&apos;s dorm room. None of the three men is accused of participating in the bombings."
"2","Police search tree nursery after possible sighting of deadly ambush suspect","Associated Press","2014-10-06 02:14:04","2014-10-06 15:19:02","http://feeds.foxnews.com/~r/foxnews/national/~3/L771tUW3wy4/","us","PRICE, Pa. –  Pennsylvania State Police have struck out again after following up on a possible sighting of the suspect in last month&apos;s deadly ambush of police barracks in the Pocono Mountains.              The (Scranton) Times-Tribune (bit.ly/1n8lhq2) reports hundreds of troopers searched a northeastern Pennsylvania tree nursery for hours Sunday, but didn&apos;t find Eric Frein (FREEN).              The 31-year-old has eluded police for weeks, despite the intense manhunt in 5 square-miles of dense woods.              Cpl. Bryon Dickson was killed and Trooper Alex Douglass was seriously wounded in the Sept. 12 ambush.              Since the search began, police have found two pipe bombs at a campsite used by Frein and have found 90 rounds from a rifle of the type used in the ambush. They&apos;ve also found tuna fish, ramen noodles and other food and clothing.              ___              Information from: The Times-Tribune, http://thetimes-tribune.com/"
"3","Once derided as domain of slackers, video game playing now scholarship worthy, school says","Associated Press","2014-10-06 01:13:04","2014-10-06 15:19:02","http://feeds.foxnews.com/~r/foxnews/national/~3/83VOWE9_bgo/","us","CHICAGO –  As a teenager, holed up in his bedroom, illuminated by the glow of his laptop, Youngbin Chung became addicted to video games. Ten-hours-a-day addicted.              His grades tanked. His parents fretted.              A few years later, the 20-year-old from the San Francisco area leads a team of headset-wearing players into virtual battle in a darkened room at a small private university in Chicago. He&apos;s studying computer networking there on a nearly $15,000 a year athletic scholarship —  for playing League of Legends, the video game that once jeopardized his high school diploma.              &quot;I never thought in my life I&apos;m going to get a scholarship playing a game,&quot; said Chung, one of 35 students attending Robert Morris University on the school&apos;s first-in-the-nation video game scholarship.              Once regarded as anti-social slackers or nerds in a basement, gamers have become megastars in what are now called esports. In professional leagues, they compete for millions of dollars in prizes and pull in six-figure incomes for vanquishing their enemies in what have become huge spectator events packing tens of thousands into sports stadiums around the world.              Games have evolved from the days of Pac-Man and Donkey Kong into something much more complex. They demand hyper mental acuity and involve multiple players communicating with each other in teams, plotting strategy, predicting opponents&apos; moves and reacting in milliseconds.              Robert Morris, a not-for-profit university with about 3,000 students, believes those are not so different from the skills one uses on a football field or a basketball court and that spending money to recruit these students, too, will enrich campus life and add to its ranks of high-achieving graduates.              &quot;It&apos;s coming; it&apos;s coming big time,&quot; Associate Athletic Director Kurt Melcher said of the esports trend and what he&apos;s sure is its looming recognition by a bigger chunk of the collegiate sports world.              Hundreds of other colleges and universities have esports clubs, but Robert Morris is the first to recognize it as a varsity sport under its athletic department. The scholarships, which cover up to half off tuition and half off room and board (worth a total of $19,000 in a typical three-quarter academic year) are for a single game, League of Legends, in which teams of five on five use keyboards and mouses to control mythical fighters battling it out in a science fiction-like setting.              The first practices started last month in a $100,000 classroom outfitted with an expansive video screen, computers and an array of eye-dazzling gaming paraphernalia.              The space is dimly lit and window blinds are drawn to keep glare off monitors. In the darkness, dozens of students wearing microphone headsets flit fingers and thumbs over the controls with blistering intensity and concentration. Death comes in a multitude of forms and is often sudden. Accordingly, the hum of game chatter is punctuated by the occasional whooping cry of victory or anguished sigh of defeat.              The Robert Morris Eagles will play teams in two leagues that include the likes of Harvard and MIT with hopes of making it to the League of Legends North American Collegiate Championship, where the members of the first-place team take home $30,000 each in scholarships.              Melcher dreamed up the scholarship idea while searching online for the video games he used to play.              Some soccer players were bemused, but he said there was no real pushback from the university, which already has scholarships for everything from bowling to dressing as the mascot.              Some 27 million people play League of Legends each day, according to developer Riot Games Inc.              This year&apos;s professional championship is Oct. 19 in Seoul at the stadium South Korea built to host the 2002 soccer World Cup. The 45,000 seats are expected to sell out. The top team will take home $1 million.              The traditional sports world is still trying to figure out what to make of the phenomenon.              ESPN has dabbled in esports coverage, but network President John Skipper recently declared it a non-sport.              &quot;It&apos;s not a sport,&quot; he said at a conference in New York. &quot;It&apos;s a competition, right? I mean, chess is a competition, and checkers is a competition. ... I&apos;m mostly interested in doing real sports.&quot;              Still, he added, &quot;You can&apos;t really ignore it.&quot;"
"4","Parents of ex-Army Ranger held by ISIS release letter written by son","FoxNews.com","2014-10-06 00:00:04","2014-10-06 15:19:03","http://feeds.foxnews.com/~r/foxnews/national/~3/yJN4ZdHoPrg/","us","   The parents of a former Army Ranger threatened with beheading by the Islamic State militant group released a letter written by their son earlier this year in which he said he was afraid to die, but was at peace with his conversion to Islam.Ed and Paula Kassig said in a statement Sunday that they had been told by a former hostage that their son Peter had voluntarily converted to Islam sometime between October and December of last year when he shared a cell with a Syrian Muslim. They said that their son &quot;took Islam&apos;s practices seriously, including praying the five daily prayers and taking on the name Abdul-Rahman.&quot; The Kassings also released a letter written by their 26-year-old son in which he thanked them for their strength and commitment and appeared to try to prepare them for his death.&quot;I am obviously pretty scared to die but the hardest part is not knowing, wondering, hoping, and wondering if I should even hope at all,&quot; Kassig said in the letter, according to his parents. &quot;I am very sad that all this has happened and for what all of you back home are going through. If I do die, I figure that at least you and I can seek refuge and comfort in knowing that I went out as a result of trying to alleviate suffering and helping those in need.&quot;Kassig was taken captive by the Islamic State group Oct. 1, 2013, in Syria, where he was providing aid for refugees fleeing that country&apos;s civil war.The group said in a video after the beheading of British aid worker Alan Henning last week that Kassig would be next. The Kassigs pleaded for their son&apos;s freedom in a video statement released Saturday.The letter continues: &quot;In terms of my faith, I pray every day and I am not angry about my situation in that sense. I am in a dogmatically complicated situation here, but I am at peace with my belief.&quot;The Kassigs say the complication appears to arise from his conversion but that they see this &quot;as part our son&apos;s long spiritual journey.&quot;According to the family, Kassig formed the aid organization Special Emergency Response and Assistance, or SERA, in Turkey to provide aid and assistance to Syrian refugees. He began delivering food and medical supplies to Syrian refugee camps in 2012 and is also a trained medical assistant who provided trauma care to injured Syrian civilians and helped train 150 civilians in providing medical aid.In Saturday&apos;s video statement, Ed Kassig said his son had grown &quot;to love and admire&quot; the Syrian people, after growing up in an Indianapolis family with a long history of humanitarian work and teaching.&quot;Our son was living his life according to that same humanitarian call when he was taken captive,&quot; Ed, a teacher himself, said.Kassig served in the Army from June 2006 and September 2007. He was a member of the 75th Ranger regiment and served four months in Iraq in 2007 before being medically discharged at the rank of private first class in September of that year. The Associated Press contributed to this report. "
"5","2 injured when train derails in Louisiana","Associated Press","2014-10-06 00:00:04","2014-10-06 15:19:04","http://feeds.foxnews.com/~r/foxnews/national/~3/z9xh_YMPaZQ/","us","October 5, 2014: This photo shows a train derailment in Mer Rouge, La. Two train engineers were in serious condition Sunday after their freight train hit a transport truck in northeast Louisiana, derailing two engines and 16 tank and hopper cars. (AP Photo/The News-Star, Barbara Leader)NEW ORLEANS –  A train conductor was seriously injured and an engineer suffered minor injuries when a freight train hit a truck Sunday in northeast Louisiana, derailing two engines and 17 cars, according to Union Pacific Railroad Co.The conductor&apos;s injuries were not considered life-threatening, Union Pacific spokesman Jeff DeGraff said. He said the conductor was airlifted to a hospital in Shreveport -- about 120 miles west of Mer Rouge, where the accident occurred Sunday afternoon -- and the engineer was taken to a local hospital.&quot;Out of concern for the privacy of our employees, we are not releasing their names,&quot; DeGraff said in an email.Both were in a locomotive that overturned and slammed into a big oak tree, Mer Rouge Police Chief Mitch Stephens said. He said the locomotive ended with its main door facing the ground and rescue crews had to pry off an access door to get to the two.Stephens said about 50 houses were evacuated for about two hours due to concerns that a tank car of pressurized argon gas might explode. Another tank of argon, an inert gas used to fill light bulbs and in arc welding, leaked until it was empty, he said.Stephens said the trailer got stuck on the tracks crossing Highway 165, but trucker Daniel Shackleford, of Freedom, Missouri, was unhurt. Shackleford was hauling a rig owned by Taylor Truck Line of Northfield, Minnesota.&quot;He saw the train coming and he jumped out of the truck,&quot; Stephens said.The train was hauling 87 cars, DeGraff said.The police chief said the transport trailer got caught on the tracks.&quot;It was a lowboy. We&apos;ve had this occur numerous times in the past, where trailers would get hung up on tracks,&quot; he said."
"6","North Las Vegas man indicted in brutal beatings of prostitute","Associated Press","2014-10-05 22:27:04","2014-10-06 15:19:05","http://feeds.foxnews.com/~r/foxnews/national/~3/YaRRB_wnOiM/","us","LAS VEGAS –  A North Las Vegas man has been indicted in the brutal beatings of a prostitute.              Twenty-eight-year-old Robert Sharpe III was indicted Friday on 17 counts, including kidnapping, assault and sex trafficking.              A prosecutor told KLAS-TV it was &quot;one of the most brutal and depraved cases&quot; he has ever seen.              The woman lost a finger and parts of her buttocks after the beatings that she said took place over the eight weeks she was held by him to work as a prostitute.              She also underwent 12 surgeries for injuries.              The woman told police she was beaten with a metal pole, burned with an iron and had lemon juice and Tabasco sauce poured into her open wounds.              The woman was found June 30 near a Las Vegas hospital.              ___              Information from: KLAS-TV, http://www.klas-tv.com"
"7","Obama Dedicates Disabled Veterans’ Memorial in Washington","Military.com","2014-10-05 22:06:04","2014-10-06 15:19:06","http://feeds.foxnews.com/~r/foxnews/national/~3/lRxLOFQYnjo/","us"," (Military.com)America’s disabled veterans were honored Sunday during the dedication of a national memorial that President Obama called a reminder to the nation of what it owes to those injured and wounded in combat.  “If they come home having left a part of themselves on the battlefield, on our behalf, this memorial tells us what we must do,” Obama said. “When our wounded veterans set out on that long road of recovery, we need to move heaven and earth to make sure they get every single benefit, every single bit of care that they have earned, that they deserve.”  Called the American Veterans Disabled for Life Memorial, the memorial now standing about 1,000 feet from the U.S. Capitol and across from the U.S. Botanic Garden was 17 years in the making, the brainstorm of Florida philanthropist Lois Pope. In 1997, Pope asked an official with the Disabled American Veterans where in Washington stood the memorial to troops injured and wounded in war.  When DAV National Adjutant Art Wilson said there was none, Pope spent the next decade helping lead the effort as co-founder of the American Veterans Disabled for Life Memorial Foundation. Chaired by actor and longtime veterans advocate Gary Sinise, the foundation also picked up contributions from individuals, veterans groups, non-profits and corporations.    About $80 million was ultimately raised and ground was broken on the memorial in 2011.  In his remarks, Obama noted that as long as Americans have rallied to defend and fight for the country, its leaders have also at times let them down when the shooting was over. Obama alluded to George Washington’s 1783 letter to the states, in which he notes “the obligations this Country is under” to veterans waiting on promised disability pensions but who were homeless and begging in the streets.  “After the Civil War, and again after the First World War, our disabled veterans had to organize and march for the benefits they had earned,” President Obama said. “In the United States of America, those who have fought for our freedom should never be shunned and should never be forgotten.  Obama called the memorial “another step forward,” saying it commemorates “the two battles our disabled veterans have fought – the battle over there and the battle here at home. Your battle to recover, which at times can be even harder, and certainly as long.”  Obama also said Sunday that the memorial’s dedication served as a reminder of the sacrifices necessary with war.  “This memorial is a challenge to all of us, ‘a reminder of ‘the obligations this country is under’,” he said, invoking Washington’s words. “And if we are to truly honor these veterans, we must heed the voices that speak to us here. Let’s never rush into war, because it is America’s sons and daughters who bear the scars of war for the rest of their lives.”  Americans should only be sent to fight “when it’s absolutely necessary,” he said, and if sent given “the strategy, the mission, and the support that they need to get the job done.”  -- Bryant Jordan can be reached at bryant.jordan@military.com."
"8","Man severely beaten outside Angels Stadium in apparently unprovoked attack","Associated Press","2014-10-05 21:09:04","2014-10-06 15:19:07","http://feeds.foxnews.com/~r/foxnews/national/~3/4KjSV0feZoI/","us","Oct. 3, 2014: Fans enter Angel Stadium before Game 2 of baseball&apos;s AL Division Series between the Los Angeles Angels and the Kansas City Royals in Anaheim, Calif. (AP)Police were looking for three men suspected of brutally beating a man in the Angels Stadium parking lot in what appears to be an unprovoked attack.The 43-year-old Huntington Beach man and his relative were walking to a car after the Angels&apos; playoff game against the Kansas City Royals Friday night when they were attacked for no apparent reason, Lt. Bob Dunn said Sunday.Witnesses alerted Anaheim police officers of the incident, and they found the victim unconscious. He was rushed to a hospital, where he was listed in critical condition. The male relative was not injured.&quot;There is no evidence to suggest that there was an argument or any type of physical altercation prior to the incident in the parking lot,&quot; Dunn told the Orange County Register. He said there was no indication the attack had anything to do with team rivalries.He said extra officers were on patrol for the post-season game, &quot;above and beyond what we would deploy at a regular season game.&quot;Angels Stadium is located 30 miles south of Dodgers Stadium where a San Francisco Giants fan was beaten in 2011 after a game between the rival teams. Bryan Stow, a paramedic from Northern California, suffered brain damage from the beating and is permanently disabled.The violence sparked scrutiny of stadium security and fan behavior."
"9","Police seek 3 men in brutal beating of baseball fan in Angels Stadium parking lot","Associated Press","2014-10-05 20:57:04","2014-10-06 15:19:07","http://feeds.foxnews.com/~r/foxnews/national/~3/sjh_3Kv62Ws/","us","ANAHEIM, Calif. –  Police were looking for three men suspected of brutally beating a man in the Angels Stadium parking lot in what appears to be an unprovoked attack.              The 43-year-old Huntington Beach man and his relative were walking to a car after the Angels&apos; playoff game against the Kansas City Royals Friday night when they were attacked for no apparent reason, Lt. Bob Dunn said Sunday.              Witnesses alerted Anaheim police officers of the incident, and they found the victim unconscious. He was rushed to a hospital, where he was listed in critical condition.              The male relative was not injured.              &quot;There is no evidence to suggest that there was an argument or any type of physical altercation prior to the incident in the parking lot,&quot; Dunn told the Orange County Register (http://bit.ly/1xdWZvl ). He said there was no indication the attack had anything to do with team rivalries.              He said extra officers were on patrol for the post-season game, &quot;above and beyond what we would deploy at a regular season game.&quot;              Angels Stadium is located 30 miles south of Dodgers Stadium where a San Francisco Giants fan was beaten in 2011 after a game between the rival teams. Bryan Stow, a paramedic from Northern California, suffered brain damage from the beating and is permanently disabled.              The violence sparked scrutiny of stadium security and fan behavior."
"10","FBI head says Chinese hackers like a &apos;drunk burglar&apos; aiming to steal from US companies","Associated Press","2014-10-05 19:00:04","2014-10-06 15:19:08","http://feeds.foxnews.com/~r/foxnews/national/~3/2NdLUoZb0xY/","us","WASHINGTON –  FBI Director James Comey compared Chinese hackers to a &quot;drunk burglar&quot; who steals with reckless abandon, even as they cost the U.S. economy billions of dollars every year.              In an interview broadcast Sunday on CBS&apos; &quot;60 Minutes,&quot; Comey said Chinese hackers target the intellectual property of U.S. companies in China every day.              &quot;I liken them a bit to a drunk burglar. They&apos;re kickin&apos; in the front door, knocking over the vase, while they&apos;re walking out with your television set. They&apos;re just prolific. Their strategy seems to be: &apos;We&apos;ll just be everywhere all the time. And there&apos;s no way they can stop us,&apos;&quot; Comey said.              The Justice Department earlier this year announced a 31-count indictment against Chinese hackers accused of breaking into computer networks at steel companies and the manufacturers of solar and nuclear technology, with the goal of gaining a competitive advantage. China has denied the allegations.              In the CBS interview, Comey also discussed the U.S. fight against terrorism. He described the terrorist networks within Syria as a sophisticated &quot;metastasis&quot; of al-Qaida.              He said the Khorasan Group, an al-Qaida cell in Syria that was targeted in military strikes last month, was &quot;working and, you know, may still be working on an effort to attack the United States or our allies, and looking to do it very, very soon.&quot;              &quot;Given our visibility we know they&apos;re serious people, bent on destruction,&quot; he said. The small group of al-Qaida veterans from Afghanistan and Pakistan was targeted in strikes near Aleppo, Syria, last month. Senior U.S. officials have not said whether the group&apos;s plots have been disrupted.              Comey said the U.S. believes there are about a dozen Americans fighting alongside extremist groups in Syria. He said if someone has fought alongside the Islamic State militant group and tries to come back to the U.S., &quot;we will track them very carefully.&quot;              He said Americans should have confidence in changes made since the Sept. 11, 2001, terrorist attacks, pointing to a government &quot;better organized, better systems, better equipment, smarter deployment. We&apos;re better in every way that you&apos;d want us to be since 9/11.&quot;              ___              Follow Ken Thomas on Twitter: https://twitter.com/KThomasDC"
